,loan_amnt,int_rate,grade,sub_grade,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,term_months,emp_length_yrs,fico_score,loan_to_income,credit_history_yrs,revol_util_bucket,log_annual_inc,log_revol_bal,int_rate_sq,addr_state_freq
4538,27275.0,14.85,C,C5,RENT,62000.0,Verified,debt_consolidation,15.87,0.0,0.0,11.0,0.0,19367.0,98.7,32.0,w,Individual,1.0,0.0,36,10.0,687.0,0.4399193548387097,21.08145106091718,maxed,11.034905792929415,9.871377498617894,220.52249999999998,0.014155712841253791
6116,22000.0,5.32,A,A1,OWN,50000.0,Verified,debt_consolidation,14.69,0.0,1.0,4.0,0.0,23542.0,47.3,12.0,w,Individual,1.0,0.0,36,9.0,747.0,0.44,34.0807665982204,medium,10.819798284210286,10.06658381534495,28.302400000000002,0.03538928210313448
4944,18675.0,12.88,C,C2,MORTGAGE,50000.0,Not Verified,debt_consolidation,25.76,0.0,1.0,13.0,0.0,30201.0,83.2,25.0,w,Individual,2.0,0.0,36,,702.0,0.3735,26.666666666666668,high,10.819798284210286,10.315663426335734,165.89440000000002,0.08133917537355353
3400,24000.0,9.8,B,B3,MORTGAGE,80000.0,Not Verified,debt_consolidation,13.14,0.0,2.0,11.0,0.0,8039.0,28.0,36.0,w,Individual,1.0,0.0,60,4.0,747.0,0.3,13.585215605749486,low,11.289794413577894,8.992184362173012,96.04000000000002,0.010560611167284574
1066,14100.0,16.59,D,D2,RENT,42000.0,Verified,credit_card,15.97,0.0,0.0,6.0,0.0,4584.0,52.1,14.0,w,Individual,0.0,0.0,36,0.0,692.0,0.3357142857142857,6.499657768651608,medium,10.645448706505872,8.430545384690564,275.2281,0.08077744073699585
7646,15000.0,11.99,C,C1,MORTGAGE,69000.0,Source Verified,debt_consolidation,25.86,1.0,1.0,15.0,0.0,15259.0,66.3,30.0,w,Individual,1.0,0.0,36,10.0,672.0,0.21739130434782608,16.829568788501028,high,11.141876276228,9.632990304838447,143.7601,0.08077744073699585
4843,28000.0,7.49,A,A4,MORTGAGE,100000.0,Not Verified,credit_card,20.25,0.0,0.0,17.0,0.0,46666.0,53.2,30.0,w,Individual,2.0,0.0,36,8.0,682.0,0.28,14.165639972621491,medium,11.51293546492023,10.750792555754964,56.100100000000005,0.022244691607684528
5986,16000.0,9.17,B,B2,RENT,70000.0,Source Verified,credit_card,8.71,0.0,2.0,13.0,0.0,12295.0,29.6,48.0,w,Individual,0.0,0.0,36,3.0,672.0,0.22857142857142856,12.334017796030116,low,11.156264806643742,9.417029285218431,84.0889,0.014942141332434558
3014,28000.0,16.59,D,D2,MORTGAGE,95660.0,Not Verified,home_improvement,32.71,0.0,0.0,16.0,0.0,47811.0,92.7,29.0,w,Individual,3.0,0.0,60,10.0,677.0,0.2927033242734685,13.166324435318275,maxed,11.4685659708698,10.775031932997871,275.2281,0.017189079878665317
1949,20000.0,8.49,B,B1,MORTGAGE,122815.0,Verified,debt_consolidation,15.43,0.0,3.0,27.0,0.0,28558.0,66.0,37.0,w,Individual,1.0,0.0,36,3.0,692.0,0.16284655783088384,20.334017796030118,high,11.718442579367371,10.259727401834914,72.0801,0.027749691045949893
20,29900.0,12.88,C,C2,MORTGAGE,65000.0,Verified,debt_consolidation,21.77,0.0,0.0,15.0,0.0,31682.0,46.7,31.0,w,Individual,2.0,0.0,60,10.0,717.0,0.46,11.58384668035592,medium,11.082157933374816,10.363535538414585,165.89440000000002,0.02617683406358836
8922,15000.0,10.64,B,B4,MORTGAGE,180000.0,Not Verified,debt_consolidation,24.87,0.0,2.0,13.0,0.0,9816.0,16.4,21.0,w,Individual,0.0,0.0,36,10.0,777.0,0.08333333333333333,15.498973305954825,low,12.100717685412471,9.191870855692521,113.20960000000001,0.08077744073699585
62,14025.0,18.49,D,D5,MORTGAGE,39000.0,Verified,debt_consolidation,18.0,0.0,1.0,12.0,0.0,15646.0,74.9,21.0,w,Individual,3.0,0.0,60,10.0,677.0,0.3596153846153846,14.33264887063655,high,10.571342565808699,9.658034484302057,341.88009999999997,0.011122345803842264
5741,5000.0,11.99,C,C1,RENT,30000.0,Source Verified,debt_consolidation,22.04,1.0,3.0,14.0,1.0,3600.0,21.6,29.0,w,Individual,0.0,1.0,36,10.0,692.0,0.16666666666666666,16.082135523613964,low,10.308985993422082,8.188966863648876,143.7601,0.017189079878665317
8854,30650.0,27.31,G,G2,MORTGAGE,68000.0,Verified,small_business,11.45,1.0,0.0,7.0,0.0,1653.0,15.2,18.0,w,Individual,0.0,0.0,60,8.0,662.0,0.45073529411764707,8.41889117043121,low,11.127277689932466,7.4109518755836366,745.8360999999999,0.08133917537355353
9537,18075.0,17.57,D,D4,MORTGAGE,75000.0,Source Verified,debt_consolidation,37.23,0.0,1.0,28.0,0.0,40286.0,55.3,51.0,w,Individual,4.0,0.0,60,0.0,682.0,0.241,14.913073237508556,medium,11.225256725762893,10.603784115249285,308.7049,0.014942141332434558
1662,3000.0,9.17,B,B2,OWN,50000.0,Source Verified,credit_card,28.52,0.0,0.0,25.0,1.0,3054.0,26.0,48.0,w,Individual,0.0,1.0,36,4.0,672.0,0.06,27.498973305954827,low,10.819798284210286,8.024534871605695,84.0889,0.03538928210313448
891,10000.0,9.17,B,B2,RENT,35000.0,Not Verified,debt_consolidation,10.55,0.0,0.0,7.0,0.0,7697.0,37.0,12.0,w,Individual,0.0,0.0,36,4.0,707.0,0.2857142857142857,19.583846680355922,medium,10.463131911491967,8.948715833843691,84.0889,0.07257611504325356
9478,11400.0,18.49,E,E2,MORTGAGE,30000.0,Verified,credit_card,36.04,0.0,3.0,11.0,3.0,11267.0,70.0,21.0,f,Individual,2.0,0.0,60,10.0,667.0,0.38,16.0,high,10.308985993422082,9.329722128996263,341.88009999999997,0.011122345803842264
2928,24000.0,8.49,B,B1,MORTGAGE,525000.0,Source Verified,credit_card,5.14,0.0,1.0,9.0,1.0,53082.0,87.0,37.0,w,Individual,7.0,0.0,36,4.0,667.0,0.045714285714285714,19.33196440793977,high,13.17115544633385,10.879612005311733,72.0801,0.07257611504325356
6858,26050.0,7.91,A,A5,MORTGAGE,82300.0,Source Verified,debt_consolidation,12.5,0.0,0.0,11.0,0.0,24319.0,41.8,26.0,w,Individual,5.0,0.0,60,10.0,777.0,0.31652490886998785,17.752224503764545,medium,11.318138537259628,10.099054336080103,62.5681,0.027749691045949893
4539,7675.0,18.49,D,D5,MORTGAGE,50000.0,Source Verified,debt_consolidation,18.7,0.0,1.0,8.0,0.0,1345.0,44.8,14.0,w,Individual,0.0,0.0,36,8.0,682.0,0.1535,16.66803559206023,medium,10.819798284210286,7.204892510204673,341.88009999999997,0.027749691045949893
7276,10450.0,15.41,D,D1,MORTGAGE,40000.0,Verified,debt_consolidation,17.82,0.0,0.0,8.0,1.0,7582.0,68.9,19.0,w,Individual,3.0,1.0,36,6.0,687.0,0.26125,14.666666666666666,high,10.596659732783579,8.933664178700935,237.4681,0.03583866981238063
1216,5000.0,9.17,B,B2,MORTGAGE,39000.0,Not Verified,home_improvement,14.66,2.0,0.0,8.0,0.0,13307.0,30.6,23.0,w,Individual,2.0,0.0,36,10.0,702.0,0.1282051282051282,34.75154004106776,medium,10.571342565808699,9.496120637138366,84.0889,0.03460285361195371
8036,12000.0,8.38,B,B1,RENT,47000.0,Not Verified,car,16.32,1.0,1.0,7.0,1.0,4006.0,33.7,20.0,w,Individual,0.0,1.0,36,1.0,707.0,0.2553191489361702,14.99794661190965,medium,10.757924157061597,8.295798110636145,70.22440000000002,0.07257611504325356
2405,19200.0,8.49,B,B1,RENT,168000.0,Verified,credit_card,13.49,0.0,0.0,14.0,0.0,12296.0,93.2,19.0,w,Individual,0.0,0.0,36,1.0,672.0,0.11428571428571428,19.83025325119781,maxed,12.031725210748633,9.417110609172447,72.0801,0.1468374339961802
2345,8450.0,16.59,D,D2,MORTGAGE,50000.0,Source Verified,credit_card,30.32,0.0,0.0,11.0,0.0,28579.0,72.5,23.0,w,Individual,2.0,0.0,36,4.0,697.0,0.169,14.417522245037645,high,10.819798284210286,10.260462451483859,275.2281,0.013481631277384564
72,15850.0,23.13,F,F2,OWN,45000.0,Not Verified,debt_consolidation,34.85,0.0,1.0,18.0,0.0,8799.0,21.3,24.0,f,Individual,0.0,0.0,60,10.0,757.0,0.3522222222222222,8.914442162902121,low,10.714439990727769,9.082507000466297,534.9969,0.029771935737557577
2795,18025.0,13.44,C,C3,MORTGAGE,48000.0,Source Verified,credit_card,24.95,0.0,0.0,15.0,1.0,18395.0,59.7,18.0,w,Individual,1.0,0.0,36,0.0,662.0,0.37552083333333336,15.83025325119781,medium,10.77897712300635,9.819888528659813,180.63359999999997,0.014942141332434558
4439,35000.0,11.48,B,B5,RENT,200000.0,Verified,debt_consolidation,9.0,0.0,0.0,6.0,0.0,41913.0,77.9,15.0,w,Individual,1.0,0.0,36,4.0,732.0,0.175,27.83025325119781,high,12.206077645517674,10.643375178979888,131.7904,0.02640152791821144
6851,14400.0,7.49,A,A4,MORTGAGE,90000.0,Not Verified,debt_consolidation,11.68,0.0,0.0,12.0,0.0,18814.0,62.1,17.0,w,Individual,1.0,0.0,36,1.0,732.0,0.16,21.585215605749486,high,11.407576060361786,9.842409703027537,56.100100000000005,0.009437141894169195
3117,2850.0,9.8,B,B3,RENT,103000.0,Source Verified,debt_consolidation,6.16,0.0,0.0,10.0,0.0,5788.0,28.5,18.0,w,Individual,0.0,0.0,36,4.0,702.0,0.02766990291262136,12.082135523613964,low,11.542493975902508,8.663714844079005,96.04000000000002,0.1468374339961802
4051,16000.0,10.78,B,B4,RENT,98000.0,Verified,debt_consolidation,6.97,0.0,0.0,12.0,0.0,13785.0,27.6,21.0,w,Individual,2.0,0.0,36,,707.0,0.16326530612244897,11.16495550992471,low,11.49273296168228,9.531408863445597,116.20839999999998,0.1468374339961802
5276,10000.0,5.32,A,A1,RENT,50000.0,Not Verified,credit_card,18.19,0.0,0.0,6.0,0.0,6785.0,49.2,20.0,f,Individual,0.0,0.0,36,7.0,732.0,0.2,16.999315537303218,medium,10.819798284210286,8.822616945344175,28.302400000000002,0.012695202786203797
2663,6000.0,16.59,D,D2,MORTGAGE,48000.0,Verified,debt_consolidation,7.23,0.0,1.0,8.0,0.0,6396.0,55.6,11.0,w,Individual,0.0,0.0,36,8.0,672.0,0.125,9.66735112936345,medium,10.77897712300635,8.763584409450138,275.2281,0.029771935737557577
5913,12000.0,5.32,A,A1,MORTGAGE,100000.0,Not Verified,credit_card,10.4,0.0,0.0,11.0,0.0,5595.0,11.2,27.0,f,Individual,6.0,0.0,36,10.0,767.0,0.12,12.58590006844627,low,11.51293546492023,8.62980733578537,28.302400000000002,0.1468374339961802
2367,5000.0,9.8,B,B3,RENT,60250.0,Source Verified,debt_consolidation,1.41,0.0,1.0,7.0,0.0,3403.0,23.1,21.0,w,Individual,0.0,0.0,36,0.0,687.0,0.08298755186721991,10.751540041067761,low,11.006274448725538,8.132706489693264,96.04000000000002,0.03538928210313448
3334,20000.0,9.17,B,B2,MORTGAGE,113544.0,Not Verified,debt_consolidation,21.86,0.0,0.0,10.0,0.0,45164.0,98.2,32.0,w,Individual,2.0,0.0,36,9.0,697.0,0.17614316916789968,18.666666666666668,maxed,11.639954513098768,10.718077729583943,84.0889,0.022244691607684528
1184,10800.0,17.27,D,D3,MORTGAGE,45000.0,Not Verified,debt_consolidation,35.84,0.0,1.0,23.0,1.0,16265.0,31.8,44.0,w,Individual,3.0,1.0,60,3.0,702.0,0.24,16.418891170431213,medium,10.714439990727769,9.69683231872672,298.2529,0.013481631277384564
4356,9000.0,11.48,B,B5,MORTGAGE,88400.0,Source Verified,home_improvement,15.85,2.0,0.0,13.0,0.0,8482.0,43.9,30.0,w,Individual,1.0,0.0,36,10.0,662.0,0.10180995475113122,14.33264887063655,medium,11.389638560778947,9.045819439807735,131.7904,0.08133917537355353
1024,16000.0,18.49,D,D5,OWN,40000.0,Verified,small_business,34.41,0.0,2.0,8.0,0.0,16584.0,50.0,20.0,w,Individual,1.0,0.0,36,2.0,682.0,0.4,21.08145106091718,medium,10.596659732783579,9.716253951381152,341.88009999999997,0.07257611504325356
5773,24000.0,11.48,B,B5,MORTGAGE,65000.0,Verified,credit_card,30.39,0.0,0.0,19.0,0.0,46306.0,89.6,26.0,w,Individual,1.0,0.0,36,1.0,682.0,0.36923076923076925,12.999315537303216,high,11.082157933374816,10.743048416551552,131.7904,0.08133917537355353
1291,15000.0,11.99,C,C1,RENT,80000.0,Not Verified,debt_consolidation,15.3,0.0,0.0,9.0,0.0,10261.0,32.5,24.0,w,Individual,0.0,0.0,60,3.0,737.0,0.1875,12.334017796030116,medium,11.289794413577894,9.23620303150191,143.7601,0.007864284911807662
8081,2000.0,11.22,B,B5,OWN,40000.0,Verified,medical,31.73,0.0,1.0,14.0,0.0,921.0,3.1,25.0,w,Individual,0.0,0.0,36,10.0,692.0,0.05,17.913757700205338,low,10.596659732783579,6.826545223556594,125.88840000000002,0.03538928210313448
2728,10000.0,15.77,D,D1,RENT,36048.0,Verified,vacation,31.89,0.0,0.0,7.0,0.0,4525.0,40.8,22.0,w,Individual,0.0,0.0,36,,672.0,0.2774079005770084,10.99794661190965,medium,10.492634403077314,8.417593826193482,248.69289999999998,0.07257611504325356
9721,10000.0,7.89,A,A5,MORTGAGE,55000.0,Not Verified,debt_consolidation,12.2,1.0,1.0,8.0,0.0,10173.0,60.9,26.0,w,Individual,3.0,0.0,36,5.0,707.0,0.18181818181818182,17.166324435318277,high,10.915106645867501,9.22759072538271,62.25209999999999,0.08077744073699585
3273,12000.0,9.17,B,B2,MORTGAGE,72000.0,Not Verified,major_purchase,28.13,0.0,1.0,8.0,0.0,606.0,24.2,26.0,w,Individual,4.0,0.0,60,1.0,742.0,0.16666666666666666,33.752224503764545,low,11.184435286790631,6.408528791059498,84.0889,0.012695202786203797
7930,23800.0,18.99,E,E3,RENT,59500.0,Source Verified,credit_card,30.54,0.0,0.0,8.0,0.0,8715.0,37.2,10.0,w,Individual,0.0,0.0,60,0.0,747.0,0.4,21.166324435318277,medium,10.993748398115178,9.072915696064511,360.6200999999999,0.029771935737557577
1628,4000.0,21.48,E,E5,MORTGAGE,28000.0,Verified,debt_consolidation,11.66,0.0,2.0,13.0,0.0,3813.0,38.1,15.0,w,Individual,2.0,0.0,36,10.0,702.0,0.14285714285714285,28.914442162902123,medium,10.239995502805314,8.246433786160365,461.3904,0.03460285361195371
3567,20000.0,11.48,B,B5,MORTGAGE,120000.0,Source Verified,debt_consolidation,17.82,2.0,2.0,16.0,0.0,22268.0,61.5,24.0,w,Individual,1.0,0.0,36,10.0,672.0,0.16666666666666666,6.666666666666667,high,11.695255355062795,10.010950855785657,131.7904,0.08077744073699585
7779,18000.0,9.76,B,B3,MORTGAGE,95000.0,Not Verified,credit_card,20.7,0.0,1.0,14.0,0.0,34446.0,58.9,24.0,w,Individual,2.0,0.0,60,10.0,727.0,0.18947368421052632,24.16700889801506,medium,11.461642696843066,10.447177189921291,95.2576,0.03538928210313448
1876,2500.0,9.8,B,B3,RENT,75280.0,Source Verified,other,16.45,0.0,0.0,13.0,0.0,12512.0,55.1,14.0,w,Individual,0.0,0.0,36,10.0,687.0,0.03320935175345377,8.752908966461328,medium,11.228983057911734,9.434523382865054,96.04000000000002,0.029771935737557577
6926,20000.0,6.49,A,A2,MORTGAGE,65000.0,Not Verified,debt_consolidation,25.48,0.0,0.0,15.0,0.0,8500.0,27.9,33.0,w,Individual,3.0,0.0,36,10.0,747.0,0.3076923076923077,11.080082135523615,low,11.082157933374816,9.047939082617358,42.1201,0.028423772609819122
4089,8000.0,7.91,A,A5,RENT,45960.0,Source Verified,major_purchase,8.85,0.0,0.0,9.0,0.0,15992.0,35.1,11.0,w,Individual,0.0,0.0,36,0.0,702.0,0.17406440382941687,9.66735112936345,medium,10.735548489776468,9.67990640549087,62.5681,0.014155712841253791
298,20000.0,12.88,C,C2,RENT,65000.0,Not Verified,credit_card,16.93,0.0,0.0,16.0,0.0,17336.0,24.1,41.0,w,Individual,0.0,0.0,60,0.0,737.0,0.3076923076923077,20.16700889801506,low,11.082157933374816,9.760598224985888,165.89440000000002,0.027075609482080664
5992,16000.0,11.99,C,C1,MORTGAGE,97000.0,Verified,credit_card,24.35,0.0,0.0,17.0,0.0,22612.0,67.5,29.0,w,Individual,2.0,0.0,36,10.0,692.0,0.16494845360824742,11.247091033538672,high,11.48247656671073,10.026280241122993,143.7601,0.017189079878665317
6402,15000.0,9.17,B,B2,MORTGAGE,750000.0,Source Verified,home_improvement,3.64,0.0,2.0,10.0,0.0,175968.0,76.3,27.0,w,Individual,6.0,0.0,36,10.0,722.0,0.02,17.08145106091718,high,13.527829818844937,12.07806312214282,84.0889,0.1468374339961802
7990,3600.0,11.22,B,B5,RENT,37700.0,Source Verified,car,7.01,0.0,0.0,10.0,0.0,4914.0,56.5,11.0,w,Individual,0.0,0.0,36,0.0,702.0,0.09549071618037135,5.08145106091718,medium,10.537441898283253,8.500047032581266,125.88840000000002,0.07257611504325356
7670,5000.0,13.18,C,C3,RENT,100000.0,Source Verified,debt_consolidation,3.38,0.0,4.0,9.0,1.0,9807.0,33.2,35.0,w,Individual,2.0,1.0,36,0.0,662.0,0.05,16.501026694045173,medium,11.51293546492023,9.190953658175992,173.7124,0.03460285361195371
1774,7000.0,5.32,A,A1,OWN,68000.0,Source Verified,debt_consolidation,1.41,0.0,0.0,9.0,0.0,7780.0,50.2,39.0,w,Individual,1.0,0.0,36,5.0,697.0,0.10294117647058823,16.752908966461327,medium,11.127277689932466,8.95944014361693,28.302400000000002,0.03460285361195371
1070,8000.0,11.48,B,B5,RENT,50000.0,Source Verified,credit_card,12.67,0.0,1.0,21.0,0.0,6117.0,30.0,32.0,w,Individual,1.0,0.0,36,1.0,682.0,0.16,11.080082135523615,low,10.819798284210286,8.718990524710849,131.7904,0.1468374339961802
3996,13225.0,25.09,F,F4,RENT,45000.0,Not Verified,credit_card,22.21,0.0,1.0,15.0,0.0,13332.0,45.2,32.0,w,Individual,0.0,0.0,60,4.0,667.0,0.29388888888888887,11.247091033538672,medium,10.714439990727769,9.497997444115459,629.5081,0.007864284911807662
5055,10000.0,5.32,A,A1,MORTGAGE,75000.0,Not Verified,credit_card,22.85,0.0,0.0,11.0,0.0,8237.0,42.2,28.0,w,Individual,4.0,0.0,36,10.0,712.0,0.13333333333333333,12.58590006844627,medium,11.225256725762893,9.016512874996026,28.302400000000002,0.07257611504325356
8040,30000.0,9.17,B,B2,MORTGAGE,135000.0,Source Verified,debt_consolidation,11.63,0.0,0.0,9.0,0.0,17673.0,73.3,26.0,w,Individual,3.0,0.0,36,10.0,722.0,0.2222222222222222,16.999315537303218,high,11.813037464800539,9.77984991207795,84.0889,0.027749691045949893
1805,30000.0,13.99,C,C4,MORTGAGE,100000.0,Verified,debt_consolidation,26.23,0.0,1.0,18.0,0.0,6853.0,25.7,30.0,w,Individual,2.0,0.0,36,10.0,747.0,0.3,13.333333333333334,low,11.51293546492023,8.832587702434553,195.7201,0.017189079878665317
6606,20000.0,6.49,A,A2,RENT,100000.0,Source Verified,home_improvement,0.92,0.0,0.0,7.0,0.0,2871.0,6.4,11.0,w,Individual,0.0,0.0,36,0.0,772.0,0.2,7.2470910335386725,low,11.51293546492023,7.962763930168115,42.1201,0.08133917537355353
5087,24325.0,14.85,C,C5,OWN,54080.0,Verified,debt_consolidation,38.9,0.0,1.0,14.0,0.0,23240.0,66.0,27.0,w,Individual,0.0,0.0,36,10.0,722.0,0.4497965976331361,29.66735112936345,high,10.898238201670146,10.053673239300013,220.52249999999998,0.022244691607684528
7572,12000.0,7.89,A,A5,MORTGAGE,52000.0,Not Verified,credit_card,20.03,0.0,0.0,13.0,0.0,13305.0,38.6,29.0,w,Individual,1.0,0.0,36,10.0,727.0,0.23076923076923078,23.498973305954827,medium,10.859018228147885,9.495970340301833,62.25209999999999,0.027749691045949893
2142,30000.0,12.88,C,C2,MORTGAGE,127000.0,Source Verified,debt_consolidation,19.29,0.0,0.0,23.0,0.0,53422.0,70.2,47.0,w,Individual,5.0,0.0,60,1.0,672.0,0.23622047244094488,24.249144421629023,high,11.751950239425476,10.885996643829152,165.89440000000002,0.010560611167284574
8573,4600.0,17.57,D,D4,MORTGAGE,100000.0,Source Verified,debt_consolidation,20.7,1.0,3.0,10.0,0.0,535.0,8.5,17.0,w,Individual,1.0,0.0,36,10.0,667.0,0.046,10.417522245037645,low,11.51293546492023,6.284134161070802,308.7049,0.08133917537355353
3820,5650.0,16.59,D,D2,RENT,30000.0,Not Verified,debt_consolidation,16.08,0.0,2.0,13.0,0.0,3354.0,14.5,17.0,w,Individual,2.0,0.0,36,7.0,747.0,0.18833333333333332,7.1649555099247095,low,10.308985993422082,8.118207049405783,275.2281,0.022244691607684528
8172,18000.0,17.57,D,D4,RENT,45000.0,Not Verified,debt_consolidation,22.0,0.0,3.0,7.0,0.0,4959.0,55.7,16.0,w,Individual,2.0,0.0,60,0.0,672.0,0.4,19.16495550992471,medium,10.714439990727769,8.509161019718974,308.7049,0.1468374339961802
9499,30000.0,18.2,E,E1,MORTGAGE,110000.0,Source Verified,debt_consolidation,13.89,0.0,1.0,14.0,0.0,29722.0,61.4,24.0,w,Individual,3.0,0.0,60,10.0,727.0,0.2727272727272727,22.584531143052704,high,11.608244735642321,10.299676435863896,331.23999999999995,0.03538928210313448
5666,6125.0,11.99,C,C1,RENT,22000.0,Verified,car,27.87,0.0,1.0,10.0,0.0,3307.0,38.5,25.0,w,Individual,2.0,0.0,36,,667.0,0.2784090909090909,24.16700889801506,medium,9.99884318585288,8.104099056143582,143.7601,0.008088978766430738
3152,25000.0,5.32,A,A1,MORTGAGE,80000.0,Not Verified,debt_consolidation,19.4,0.0,2.0,12.0,0.0,12579.0,36.3,27.0,w,Individual,3.0,0.0,36,1.0,767.0,0.3125,16.829568788501028,medium,11.289794413577894,9.439863530254431,28.302400000000002,0.0047185709470845974
6268,26400.0,17.97,D,D4,RENT,67000.0,Not Verified,debt_consolidation,21.33,0.0,1.0,7.0,0.0,1657.0,5.8,8.0,w,Individual,0.0,0.0,36,4.0,767.0,0.3940298507462687,9.333333333333334,low,11.112462823634855,7.41336733569524,322.92089999999996,0.1468374339961802
5723,35000.0,10.78,B,B4,RENT,102000.0,Source Verified,debt_consolidation,17.2,0.0,0.0,18.0,0.0,19830.0,26.2,42.0,w,Individual,3.0,0.0,60,10.0,787.0,0.3431372549019608,19.750855578370977,low,11.532737896139919,9.89500164888583,116.20839999999998,0.03583866981238063
9088,2500.0,13.67,C,C4,OWN,52000.0,Verified,home_improvement,30.26,3.0,0.0,13.0,0.0,5388.0,9.6,20.0,w,Individual,1.0,0.0,36,10.0,682.0,0.04807692307692308,29.248459958932237,low,10.859018228147885,8.592115117933496,186.8689,0.08133917537355353
8555,4000.0,6.24,A,A2,MORTGAGE,65000.0,Source Verified,car,19.26,0.0,0.0,9.0,0.0,3816.0,26.1,18.0,w,Individual,3.0,0.0,36,10.0,737.0,0.06153846153846154,48.33401779603012,low,11.082157933374816,8.247220052745229,38.9376,0.029771935737557577
9220,12000.0,7.26,A,A4,OWN,36000.0,Source Verified,credit_card,11.67,0.0,1.0,9.0,0.0,10677.0,29.1,20.0,w,Individual,1.0,0.0,36,0.0,697.0,0.3333333333333333,17.585215605749486,low,10.491301994830229,9.275940829060131,52.7076,0.1468374339961802
4803,24000.0,23.13,F,F2,RENT,60000.0,Verified,credit_card,29.58,0.0,1.0,14.0,0.0,23300.0,93.2,36.0,w,Individual,0.0,0.0,60,10.0,677.0,0.4,16.249144421629023,maxed,11.002116507732017,10.056251557087757,534.9969,0.022244691607684528
7193,35000.0,16.55,D,D2,MORTGAGE,93750.0,Source Verified,debt_consolidation,32.12,0.0,0.0,25.0,0.0,69087.0,59.1,48.0,w,Individual,2.0,0.0,60,3.0,692.0,0.37333333333333335,50.417522245037645,medium,11.448397610442434,11.143136333314533,273.90250000000003,0.022244691607684528
2937,21000.0,8.49,B,B1,MORTGAGE,92000.0,Not Verified,debt_consolidation,19.89,0.0,2.0,12.0,0.0,37240.0,37.0,21.0,w,Individual,2.0,0.0,36,10.0,767.0,0.22826086956521738,22.913073237508556,medium,11.42955472553732,10.525165583876873,72.0801,0.005392652510953826
6006,8000.0,11.48,B,B5,MORTGAGE,65000.0,Source Verified,debt_consolidation,24.5,0.0,0.0,17.0,0.0,8498.0,79.4,36.0,w,Individual,3.0,0.0,36,10.0,672.0,0.12307692307692308,12.752908966461328,high,11.082157933374816,9.047703788498627,131.7904,0.01752612066059993
4365,6000.0,9.17,B,B2,RENT,44359.0,Not Verified,debt_consolidation,5.57,2.0,0.0,5.0,0.0,4072.0,43.3,8.0,w,Individual,1.0,0.0,36,10.0,717.0,0.13526003742194367,17.166324435318277,medium,10.700093441464302,8.312135107648412,84.0889,0.08077744073699585
5347,18000.0,6.99,A,A3,RENT,125000.0,Not Verified,debt_consolidation,14.15,0.0,0.0,11.0,0.0,16027.0,20.1,28.0,w,Individual,2.0,0.0,36,7.0,777.0,0.144,14.417522245037645,low,11.736077016252437,9.682092471756034,48.8601,0.027749691045949893
